         188107 function calls (185585 primitive calls) in 19.457 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       90    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:142(_check_size)
        2    0.000    0.000    0.126    0.063 connection.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:5(HTTPStatus)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       32    0.000    0.000    0.000    0.000 enum.py:459(__new__)
        7    0.000    0.000    0.001    0.000 __init__.py:1133(getLogger)
        4    0.000    0.000    0.002    0.001 sessions.py:295(__init__)
        4    0.000    0.000    0.000    0.000 socket.py:208(makefile)
       44    0.000    0.000    0.000    0.000 queue.py:245(_get)
       24    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      113    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.008    0.008 poolmanager.py:1(<module>)
        4    0.000    0.000    0.000    0.000 response.py:97(__init__)
        1    0.000    0.000    0.036    0.036 cookies.py:127(<module>)
       44    0.000    0.000    0.000    0.000 queue.py:242(_put)
        4    0.000    0.000   14.393    3.598 sessions.py:398(request)
        4    0.000    0.000    0.005    0.001 ssl_.py:204(create_urllib3_context)
       16    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1309(path_hook_for_FileFinder)
       12    0.000    0.000    0.001    0.000 cookies.py:501(cookiejar_from_dict)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        4    0.000    0.000    0.000    0.000 poolmanager.py:47(_default_key_normalizer)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:919(exec_module)
       12    0.000    0.000    0.001    0.000 message.py:589(get_content_maintype)
        1    0.000    0.000    0.006    0.006 models.py:8(<module>)
        8    0.000    0.000    0.001    0.000 adapters.py:107(__init__)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       24    0.000    0.000    0.001    0.000 parse.py:146(hostname)
        1    0.000    0.000    0.006    0.006 adapters.py:9(<module>)
        4    0.000    0.000   14.421    3.605 api.py:16(request)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
       85    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        4    0.000    0.000    0.006    0.001 response.py:362(from_httplib)
        4    0.000    0.000    0.006    0.002 utils.py:95(get_netrc_auth)
        4    0.000    0.000   14.421    3.605 api.py:59(get)
       75    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        4    0.000    0.000    0.001    0.000 models.py:548(__init__)
       13    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.011    0.011 parse.py:28(<module>)
       12    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
        4    0.000    0.000    0.009    0.002 models.py:325(prepare_url)
        1    0.000    0.000    0.007    0.007 random.py:37(<module>)
       16    0.000    0.000    0.000    0.000 timeout.py:96(__init__)
        1    0.000    0.000    0.001    0.001 socks.py:52(<module>)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        2    0.000    0.000    0.001    0.001 response.py:1(<module>)
        4    0.000    0.000    0.001    0.000 client.py:938(putrequest)
        1    0.000    0.000    0.000    0.000 big5freq.py:43(<module>)
        8    0.000    0.000    0.001    0.000 utils.py:611(select_proxy)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       16    0.000    0.000    0.000    0.000 message.py:30(_splitparam)
       20    0.000    0.000    0.000    0.000 structures.py:59(__iter__)
        4    0.000    0.000    0.293    0.073 ssl_.py:267(ssl_wrap_socket)
        8    0.000    0.000    0.000    0.000 poolmanager.py:117(__init__)
        1    0.000    0.000    0.061    0.061 uuid.py:45(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.008    0.008 sessions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:170(<dictcomp>)
       92    0.000    0.000    0.000    0.000 parse.py:90(_noop)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.001    0.000 feedparser.py:102(push)
        1    0.000    0.000    0.014    0.014 chardistribution.py:28(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       93    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       47    0.000    0.000    0.000    0.000 ipaddress.py:553(__eq__)
       35    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       33    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.045    0.045 utils.py:5(<module>)
        1    0.000    0.000    0.533    0.533 __init__.py:41(<module>)
        8    0.000    0.000    0.001    0.000 url.py:123(parse_url)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1334(add_cookie_header)
       35    0.000    0.000    0.000    0.000 datetime.py:247(_check_int_field)
       20    0.000    0.000    0.000    0.000 {method 'fullmatch' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.014    0.014 subprocess.py:42(<module>)
        1    0.000    0.000    0.015    0.015 cgi.py:16(<module>)
        4    0.000    0.000    0.031    0.008 sessions.py:632(merge_environment_settings)
       22    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       24    0.000    0.000    0.000    0.000 client.py:917(_output)
        4    0.000    0.000    0.001    0.000 ipaddress.py:27(ip_address)
       24    0.000    0.000    0.001    0.000 cookiejar.py:1204(deepvalues)
        8    0.000    0.000    0.000    0.000 __init__.py:1240(__init__)
        4    0.000    0.000    0.194    0.049 ssl.py:377(wrap_socket)
        8    0.000    0.000    0.000    0.000 adapters.py:141(init_poolmanager)
       16    0.000    0.000    0.000    0.000 utils.py:782(check_header_validity)
        1    0.000    0.000    0.003    0.003 exceptions.py:1(<module>)
        4    0.000    0.000    0.002    0.000 _collections.py:135(__init__)
        1    0.000    0.000    0.070    0.070 message.py:5(<module>)
       10    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
        1    0.000    0.000    0.006    0.006 ipaddress.py:2264(_IPv6Constants)
        4    0.000    0.000    0.192    0.048 ssl.py:639(do_handshake)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.001    0.001 calendar.py:6(<module>)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       10    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       30    0.000    0.000    0.000    0.000 threading.py:72(RLock)
       48    0.000    0.000    0.000    0.000 timeout.py:106(_validate_timeout)
       16    0.000    0.000    0.000    0.000 cookiejar.py:873(__init__)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       64    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 queue.py:27(__init__)
        1    0.000    0.000    0.004    0.004 ssl_.py:1(<module>)
        8    0.000    0.000    0.025    0.003 adapters.py:300(close)
        4    0.000    0.000    0.721    0.180 connectionpool.py:823(_validate_conn)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.123    0.123 compat.py:9(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method utcnow}
        4    0.000    0.000    0.001    0.000 index.py:50(split)
        1    0.000    0.000    0.009    0.009 sbcsgroupprober.py:29(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
       28    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 idna.py:184(decode)
        1    0.000    0.000    0.006    0.006 selectors.py:5(<module>)
       48    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        4    0.000    0.000    0.001    0.000 connectionpool.py:799(_new_conn)
        4    0.000    0.000    0.013    0.003 models.py:289(prepare)
       40    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
        4    0.000    0.000    0.000    0.000 client.py:1135(<listcomp>)
       52    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.001    0.000 message.py:214(get_payload)
        8    0.000    0.000    0.000    0.000 client.py:405(close)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
       12    0.000    0.000    0.000    0.000 _collections.py:43(__init__)
        8    0.000    0.000    0.000    0.000 cookies.py:521(merge_cookies)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        1    0.000    0.000    0.004    0.004 socks.py:17(<module>)
        1    0.000    0.000    0.013    0.013 ipaddress.py:9(<module>)
       29    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
        4    0.000    0.000    0.774    0.193 client.py:1154(getresponse)
        4    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        4    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.040    0.040 mbcsgroupprober.py:30(<module>)
        8    0.000    0.000    0.000    0.000 parse.py:378(urlunparse)
        8    0.000    0.000    0.000    0.000 url.py:90(split_first)
       10    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.002    0.002 message.py:106(Message)
        4    0.000    0.000    0.026    0.006 sessions.py:674(close)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
        8    0.000    0.000    0.000    0.000 six.py:577(itervalues)
        4    0.000    0.000    0.000    0.000 connection.py:107(__init__)
        4    0.000    0.000    0.192    0.048 ssl.py:989(do_handshake)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.004    0.004 util.py:266(find_library)
        1    0.000    0.000    0.000    0.000 <string>:5(HTTPSPoolKey)
        8    0.000    0.000    0.000    0.000 url.py:17(__new__)
        1    0.000    0.000    0.002    0.002 enum.py:1(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        4    0.000    0.000    0.000    0.000 client.py:227(__init__)
        2    0.000    0.000    0.072    0.036 request.py:1(<module>)
        4    0.000    0.000    0.002    0.000 response.py:31(assert_header_parsing)
        1    0.000    0.000    0.003    0.003 errors.py:5(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:53(<module>)
        1    0.000    0.000    0.008    0.008 header.py:5(<module>)
        4    0.000    0.000    0.001    0.000 client.py:370(_check_close)
        8    0.000    0.000    0.000    0.000 parse.py:389(urlunsplit)
        1    0.000    0.000    0.005    0.005 ipaddress.py:1558(_IPv4Constants)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.003    0.003 lzma.py:9(<module>)
        1    0.000    0.000    0.081    0.081 feedparser.py:20(<module>)
        4    0.000    0.000    0.000    0.000 socket.py:550(__init__)
        4    0.000    0.000    0.079    0.020 parser.py:60(parsestr)
       20    0.000    0.000    0.000    0.000 utils.py:762(to_native_string)
        4    0.000    0.000    0.001    0.000 index.py:16(parse_header)
        4    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.071    0.071 filepost.py:1(<module>)
        4    0.000    0.000    0.000    0.000 models.py:413(prepare_body)
        4    0.000    0.000    0.005    0.001 adapters.py:277(get_connection)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        4    0.000    0.000    0.001    0.000 feedparser.py:187(close)
        1    0.000    0.000    0.005    0.005 charset.py:6(<module>)
        1    0.000    0.000    0.002    0.002 base64.py:3(<module>)
        8    0.000    0.000    0.000    0.000 cookies.py:347(update)
        8    0.000    0.000    0.076    0.009 feedparser.py:181(_call_parse)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
        4    0.000    0.000    0.001    0.000 models.py:75(_encode_params)
        1    0.000    0.000    0.001    0.001 exceptions.py:8(<module>)
        8    0.000    0.000    0.000    0.000 _collections.py:50(__getitem__)
        4    0.000    0.000    0.001    0.000 universaldetector.py:45(__init__)
        4    0.000    0.000    0.002    0.000 ssl.py:368(__new__)
        1    0.000    0.000    0.020    0.020 sjisprober.py:28(<module>)
        4    0.000    0.000    0.004    0.001 poolmanager.py:162(connection_from_host)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:436(spec_from_loader)
        1    0.000    0.000    0.017    0.017 traceback.py:1(<module>)
        4    0.000    0.000    0.003    0.001 client.py:924(_send_output)
        8    0.000    0.000    0.000    0.000 message.py:121(__init__)
        1    0.000    0.000    0.057    0.057 universaldetector.py:29(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
       36    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 enum.py:453(Enum)
       12    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.004    0.004 auth.py:8(<module>)
        4    0.000    0.000    0.003    0.001 poolmanager.py:195(connection_from_pool_key)
       25    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        4    0.000    0.000    0.001    0.000 response.py:49(__init__)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        4    0.000    0.000    0.421    0.105 connection.py:128(_new_conn)
        4    0.000    0.000    0.001    0.000 utils.py:646(default_headers)
        1    0.000    0.000    0.005    0.005 bz2.py:5(<module>)
        9    0.000    0.000    0.000    0.000 retry.py:124(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        8    0.000    0.000    0.000    0.000 sessions.py:685(<listcomp>)
       15    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:1516(isEnabledFor)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        4    0.000    0.000    0.014    0.003 client.py:855(close)
       24    0.000    0.000    0.000    0.000 cookiejar.py:1732(__iter__)
        4    0.000    0.000    0.000    0.000 client.py:749(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:900(__init__)
        4    0.000    0.000    0.002    0.000 ssl.py:818(getpeercert)
       15    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
       12    0.000    0.000    0.000    0.000 sessions.py:65(<listcomp>)
        4    0.000    0.000    0.000    0.000 socket.py:639(close)
        7    0.000    0.000    0.001    0.000 __init__.py:1775(getLogger)
        4    0.000    0.000    0.001    0.000 cookies.py:136(get_cookie_header)
        4    0.000    0.000    0.000    0.000 parse.py:732(quote_from_bytes)
        4    0.000    0.000    0.000    0.000 adapters.py:198(cert_verify)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
        4    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 functools.py:195(<listcomp>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
       12    0.000    0.000    0.000    0.000 cookies.py:513(<listcomp>)
        4    0.000    0.000    3.710    0.928 models.py:650(apparent_encoding)
       12    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        4    0.000    0.000    0.000    0.000 utils.py:746(get_auth_from_url)
        4    0.000    0.000    0.000    0.000 models.py:211(__init__)
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        6    0.000    0.000    0.000    0.000 warnings.py:78(_add_filter)
       11    0.000    0.000    0.000    0.000 __init__.py:183(_checkLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:762(__init__)
        4    0.000    0.000    0.000    0.000 ssl_.py:165(resolve_cert_reqs)
        8    0.000    0.000    0.025    0.003 poolmanager.py:153(clear)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        4    0.000    0.000    0.000    0.000 parse.py:314(_splitnetloc)
        4    0.000    0.000    0.000    0.000 feedparser.py:200(_new_message)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        5    0.000    0.000    0.000    0.000 datetime.py:277(_check_time_fields)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1713(clear_expired_cookies)
        4    0.000    0.000    0.025    0.006 poolmanager.py:121(<lambda>)
        1    0.000    0.000    0.009    0.009 decoder.py:2(<module>)
        8    0.000    0.000    0.000    0.000 sessions.py:679(mount)
        4    0.000    0.000    0.004    0.001 poolmanager.py:216(connection_from_url)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        8    0.000    0.000    0.000    0.000 connectionpool.py:299(_get_timeout)
        4    0.000    0.000    0.001    0.000 adapters.py:310(request_url)
        1    0.000    0.000    0.015    0.015 __init__.py:97(<module>)
        4    0.000    0.000    0.004    0.001 poolmanager.py:182(connection_from_context)
        1    0.000    0.000    0.002    0.002 _encoded_words.py:6(<module>)
        4    0.000    0.000    0.017    0.004 utils.py:545(should_bypass_proxies)
        1    0.000    0.000    0.011    0.011 _policybase.py:4(<module>)
        4    0.000    0.000    0.000    0.000 socket.py:419(family)
        1    0.000    0.000    0.083    0.083 parser.py:5(<module>)
        8    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.006    0.006 idna.py:3(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1319(__new__)
       24    0.000    0.000    0.000    0.000 hooks.py:18(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 models.py:164(register_hook)
        8    0.000    0.000    0.000    0.000 enum.py:260(__getattr__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1094(_legacy_get_spec)
        4    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
        1    0.000    0.000    0.042    0.042 util.py:1(<module>)
        8    0.000    0.000    0.000    0.000 response.py:152(release_conn)
        6    0.000    0.000    0.000    0.000 warnings.py:62(simplefilter)
        1    0.000    0.000    0.002    0.002 mimetypes.py:24(<module>)
        4    0.000    0.000    0.000    0.000 models.py:54(path_url)
        8    0.000    0.000    0.000    0.000 {function HTTPResponse.close at 0x7f91d8c397b8}
        8    0.000    0.000    0.000    0.000 timeout.py:156(clone)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        4    0.000    0.000    0.000    0.000 connection.py:103(_set_socket_options)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        4    0.000    0.000    0.001    0.000 re.py:175(sub)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
        8    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        4    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:1502(getEffectiveLevel)
        1    0.000    0.000    0.549    0.549 index.py:1(<module>)
        4    0.000    0.000    0.000    0.000 utils.py:438(unquote_unreserved)
        1    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
        4    0.000    0.000    0.002    0.000 ssl.py:596(getpeercert)
        4    0.000    0.000    0.000    0.000 utils.py:47(super_len)
        4    0.000    0.000    0.000    0.000 sessions.py:660(get_adapter)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:870(_find_spec_legacy)
        3    0.000    0.000    0.000    0.000 six.py:91(__get__)
        4    0.000    0.000    0.000    0.000 response.py:406(closed)
        4    0.000    0.000    0.000    0.000 ssl.py:338(__new__)
        2    0.000    0.000    0.000    0.000 util.py:259(_is_elf)
        4    0.000    0.000    0.000    0.000 _collections.py:57(__setitem__)
        2    0.000    0.000    0.000    0.000 re.py:240(escape)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.012    0.012 string.py:15(<module>)
        1    0.000    0.000    0.005    0.005 fields.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:192(total_ordering)
        4    0.000    0.000    0.000    0.000 utils.py:551(<lambda>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.001    0.001 token.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:671(quote)
        4    0.000    0.000    0.000    0.000 universaldetector.py:134(close)
        1    0.000    0.000    0.001    0.001 cookies.py:10(<module>)
        4    0.000    0.000    0.003    0.001 connectionpool.py:738(__init__)
       16    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:1208(_fixupChildren)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        4    0.000    0.000    0.002    0.001 ssl.py:862(send)
        4    0.000    0.000    0.001    0.000 models.py:638(is_redirect)
       19    0.000    0.000    0.000    0.000 _collections_abc.py:310(__subclasshook__)
        1    0.000    0.000    0.000    0.000 calendar.py:50(<listcomp>)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       11    0.000    0.000    0.000    0.000 __init__.py:676(__init__)
        8    0.000    0.000    0.000    0.000 universaldetector.py:52(reset)
        4    0.000    0.000    0.076    0.019 feedparser.py:176(feed)
        4    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
        4    0.000    0.000    0.001    0.000 models.py:508(prepare_cookies)
        1    0.000    0.000    0.002    0.002 latin1prober.py:29(<module>)
        4    0.000    0.000    0.000    0.000 connectionpool.py:763(_prepare_conn)
        1    0.000    0.000    0.354    0.354 __init__.py:21(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        4    0.000    0.000    0.000    0.000 connection.py:236(set_cert)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        9    0.000    0.000    0.000    0.000 enum.py:285(__members__)
        1    0.000    0.000   19.460   19.460 download.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:319(timedelta)
        1    0.000    0.000    0.001    0.001 escprober.py:28(<module>)
        1    0.000    0.000    0.003    0.003 url.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.001    0.001 shlex.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.010    0.010 utf8prober.py:28(<module>)
       16    0.000    0.000    0.000    0.000 cookies.py:112(info)
        4    0.000    0.000    0.001    0.000 connectionpool.py:221(_get_conn)
       13    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.001    0.000 __init__.py:331(__init__)
        1    0.000    0.000    0.003    0.003 _parseaddr.py:7(<module>)
        4    0.000    0.000    0.003    0.001 poolmanager.py:136(_new_pool)
        3    0.000    0.000    0.000    0.000 __init__.py:743(_addHandlerRef)
        4    0.000    0.000    0.000    0.000 retry.py:207(is_forced_retry)
        1    0.000    0.000    0.000    0.000 <string>:5(HTTPPoolKey)
        4    0.000    0.000    0.000    0.000 parse.py:754(urlencode)
        4    0.000    0.000    0.000    0.000 socket.py:409(detach)
        3    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        4    0.000    0.000    0.026    0.006 sessions.py:355(__exit__)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 random.py:93(seed)
        4    0.000    0.000    0.000    0.000 connection.py:206(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1876(IPv6Address)
        1    0.000    0.000    0.011    0.011 string.py:65(__init__)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        4    0.000    0.000    0.004    0.001 connection.py:311(_match_hostname)
        1    0.000    0.000    0.000    0.000 cookies.py:259(Morsel)
        1    0.000    0.000    0.007    0.007 __init__.py:69(search_function)
       12    0.000    0.000    0.000    0.000 request.py:44(__init__)
        8    0.000    0.000    0.000    0.000 structures.py:62(__len__)
        1    0.000    0.000    0.000    0.000 cgi.py:362(FieldStorage)
        1    0.000    0.000    0.000    0.000 <string>:5(Url)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1245(IPv4Address)
        4    0.000    0.000    0.003    0.001 message.py:452(items)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        4    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        8    0.000    0.000    0.000    0.000 adapters.py:54(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(datetime)
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        4    0.000    0.000    0.000    0.000 client.py:1109(_set_content_length)
        4    0.000    0.000    0.000    0.000 models.py:274(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:520(Popen)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:1030(__new__)
        7    0.000    0.000    0.000    0.000 functools.py:73(wraps)
       18    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        8    0.000    0.000    0.000    0.000 response.py:131(<genexpr>)
        4    0.000    0.000    0.016    0.004 request.py:2430(proxy_bypass_environment)
        4    0.000    0.000    0.000    0.000 utils.py:462(requote_uri)
        1    0.000    0.000    0.000    0.000 <string>:5(DefaultVerifyPaths)
        4    0.000    0.000    0.002    0.001 ssl.py:588(write)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1275(_cookie_attrs)
        1    0.000    0.000    0.005    0.005 scanner.py:2(<module>)
       18    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 request.py:264(Request)
       11    0.000    0.000    0.000    0.000 __init__.py:1087(append)
        4    0.000    0.000    0.000    0.000 client.py:400(_close_conn)
        4    0.000    0.000    0.003    0.001 client.py:1090(endheaders)
        4    0.000    0.000    0.000    0.000 models.py:486(prepare_auth)
        4    0.000    0.000    0.000    0.000 ssl.py:556(context)
        8    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        4    0.000    0.000    0.000    0.000 models.py:319(prepare_method)
        1    0.000    0.000    0.002    0.002 glob.py:1(<module>)
        4    0.000    0.000    0.030    0.007 utils.py:599(get_environ_proxies)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 ssl.py:670(SSLSocket)
        4    0.000    0.000    0.000    0.000 timeout.py:140(from_float)
        1    0.000    0.000    0.003    0.003 cookiejar.py:1224(CookieJar)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f91d90c58c8}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        4    0.000    0.000    0.000    0.000 __init__.py:1258(debug)
        1    0.000    0.000    0.000    0.000 connection.py:122(_has_ipv6)
        4    0.000    0.000    0.000    0.000 feedparser.py:213(_pop_message)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
       16    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 datetime.py:1815(timezone)
